status_description,status_timestamp,zone_number,kerbsideid,location.lat,location.lon
Unoccupied,2024-11-03T07:49:48+00:00,7246.0,17548,-37.81102194442785,144.9882041054858
Present,2024-11-03T07:40:53+00:00,7246.0,17559,-37.81094052483766,144.98746164548174
Present,2024-11-02T04:33:23+00:00,7246.0,17565,-37.81089615671439,144.98705665464092
Present,2024-11-02T22:22:49+00:00,7246.0,17569,-37.810866560873734,144.98678666808524
Unoccupied,2024-11-03T12:00:53+00:00,7246.0,17551,-37.81099970879475,144.9880016185889
Present,2024-11-02T15:33:31+00:00,7246.0,17563,-37.81091092047856,144.98719165335882
Unoccupied,2024-11-03T01:43:42+00:00,7246.0,17553,-37.810984950885526,144.98786661742378
Unoccupied,2024-11-03T09:25:20+00:00,7246.0,17570,-37.810859147772454,144.98671917327061
Unoccupied,2024-11-03T11:10:16+00:00,7246.0,17561,-37.81092570027397,144.9873266507209
Unoccupied,2024-11-03T10:53:51+00:00,7243.0,20631,-37.81100061834565,144.98356848407514
Present,2024-11-02T23:40:56+00:00,7250.0,25130,-37.8108375198034,144.98335418907993
Unoccupied,2024-11-03T10:52:21+00:00,7250.0,25127,-37.810994368387725,144.9833283681649
Unoccupied,2024-11-03T10:00:11+00:00,7250.0,25126,-37.811044593293914,144.98332011166713
Present,2024-11-03T12:28:48+00:00,7250.0,25125,-37.81109548151066,144.98331175558616
Unoccupied,2024-11-03T11:14:14+00:00,7250.0,25123,-37.811199260871504,144.9832946684702
Unoccupied,2024-11-03T12:00:09+00:00,7250.0,25116,-37.81189716183563,144.98317706601352
Unoccupied,2024-11-03T11:13:51+00:00,7250.0,25114,-37.81199943977911,144.98316007146738
Unoccupied,2024-11-03T11:51:14+00:00,7250.0,25113,-37.812051247573365,144.98315146109593
Unoccupied,2024-11-03T11:17:12+00:00,7250.0,25110,-37.812207099425834,144.9831254828146
Unoccupied,2024-11-03T10:02:43+00:00,7250.0,25108,-37.81231071975523,144.98310827216727
Unoccupied,2024-11-03T10:29:16+00:00,7250.0,25107,-37.81236252909642,144.98309982823707
Unoccupied,2024-11-03T08:21:08+00:00,7250.0,25106,-37.81241434251265,144.98309129257075
Unoccupied,2024-11-03T11:53:38+00:00,7250.0,25102,-37.81272145577907,144.98304026861962
Unoccupied,2024-11-03T10:30:05+00:00,7250.0,25101,-37.812773118326504,144.98303152995115
Unoccupied,2024-11-03T07:38:54+00:00,7250.0,25100,-37.81282437251139,144.98302293872766
Unoccupied,2024-11-03T08:06:41+00:00,7250.0,25090,-37.81334208139449,144.98293524051115
Unoccupied,2024-11-03T07:25:44+00:00,7250.0,25087,-37.813498040492945,144.9829085647484
Unoccupied,2024-11-03T10:55:59+00:00,7250.0,25086,-37.81355037516863,144.9828996892762
Unoccupied,2024-11-03T08:14:39+00:00,7250.0,25085,-37.81360109380566,144.982890995505
Present,2024-11-02T06:05:26+00:00,7250.0,25083,-37.81463159817649,144.98271464819362
Unoccupied,2024-11-03T08:58:52+00:00,7250.0,25081,-37.81453005580256,144.982732044596
Unoccupied,2024-11-03T10:53:46+00:00,7250.0,25079,-37.81442568082309,144.98274996339433
Unoccupied,2024-11-03T10:08:31+00:00,7250.0,25078,-37.81437396594851,144.98275884796442
Unoccupied,2024-11-03T09:00:47+00:00,7250.0,25072,-37.814063575157334,144.98281208151866
Present,2024-11-03T10:49:56+00:00,7250.0,25071,-37.81401212767456,144.98282095415396
Unoccupied,2024-11-03T07:19:04+00:00,7250.0,25062,-37.815148933119175,144.98262594617208
Unoccupied,2024-11-03T12:36:09+00:00,7250.0,25057,-37.81540711679997,144.98258175058874
Unoccupied,2024-11-03T07:37:29+00:00,7250.0,25056,-37.81545864733447,144.98257289243057
Present,2025-08-08T07:08:01+00:00,7252.0,17381,-37.80940577334893,144.98097549263258
Present,2025-08-08T06:54:58+00:00,7333.0,63075,-37.81578222875504,144.96182285140975
Present,2025-08-08T06:58:27+00:00,7333.0,63073,-37.81574455575317,144.96195137966743
Present,2025-08-08T06:23:26+00:00,7333.0,63063,-37.81552660247816,144.96269877977673
Unoccupied,2025-08-08T07:08:23+00:00,7332.0,63014,-37.81534931281213,144.96309504840912
Present,2025-08-08T06:52:06+00:00,7332.0,63016,-37.81538526129633,144.9629727358269
Unoccupied,2025-08-08T06:40:06+00:00,7264.0,10974,-37.81409731914398,144.97772681570615
Unoccupied,2025-08-08T07:13:42+00:00,7264.0,10969,-37.813838329351434,144.97777011422983
Unoccupied,2025-08-08T05:48:36+00:00,7264.0,10970,-37.813890136730286,144.97776148278598
Unoccupied,2025-08-07T22:30:23+00:00,7301.0,17295,-37.81633154411273,144.9775358109705
Unoccupied,2025-08-08T05:23:53+00:00,7301.0,17283,-37.81630487169589,144.97733857144476
Unoccupied,2025-08-08T02:16:02+00:00,7301.0,17281,-37.816286319598056,144.9772013136986
Unoccupied,2025-07-24T07:39:56+00:00,7301.0,17212,-37.81602026109468,144.97531410319112
Present,2025-08-08T06:44:49+00:00,7705.0,55319,-37.81101005388723,144.95742068824296
Present,2025-04-16T23:36:21+00:00,7190.0,62053,-37.8159107017494,144.96538744147296
Present,2025-08-08T05:42:26+00:00,7156.0,25365,-37.813695652879844,144.9419727655399
Unoccupied,2025-08-08T07:13:01+00:00,7401.0,50849,-37.81467934569682,144.97168311086494
Unoccupied,2025-08-08T07:12:59+00:00,7401.0,50850,-37.81462863578952,144.97165950326007
Present,2024-04-23T09:00:11+00:00,7402.0,50851,-37.81455359181117,144.97162526489717
Unoccupied,2025-08-08T06:22:25+00:00,7365.0,62332,-37.8181740333503,144.9569940034882
Present,2025-08-08T06:16:40+00:00,7365.0,62333,-37.818192225454816,144.95693095698667
Present,2025-08-08T06:39:37+00:00,7514.0,64569,-37.813046773321524,144.96352767863075
Present,2025-08-08T06:27:28+00:00,,64572,-37.813108026939545,144.96331982269274
Present,2025-08-08T06:33:26+00:00,7514.0,64563,-37.81285708892992,144.96417845739566
Present,2025-08-08T07:12:22+00:00,7514.0,64564,-37.81287896392247,144.96410391459045
Unoccupied,2024-04-05T02:02:39+00:00,,61019,-37.816016990480485,144.96862795159677
Unoccupied,2025-08-08T06:41:50+00:00,7450.0,61152,-37.81711533512234,144.96485781621857
Present,2025-08-07T23:21:47+00:00,7450.0,61150,-37.81707791779844,144.96498568982452
Present,2024-12-16T00:55:14+00:00,7495.0,67052,-37.81002440513207,144.96260961920785
Present,2025-08-08T06:49:37+00:00,7345.0,63626,-37.813172423089526,144.9666684545042
Present,2025-08-08T05:47:25+00:00,7345.0,63623,-37.81311606144284,144.9668601322978
Present,2025-08-08T07:11:12+00:00,7569.0,65248,-37.8112264628938,144.96618476990096
Unoccupied,2024-05-15T01:26:23+00:00,,64377,-37.81172799964973,144.96803706775827
Unoccupied,2025-06-02T09:37:19+00:00,7575.0,65621,-37.81407176893043,144.95572988624758
Unoccupied,2025-08-08T07:12:30+00:00,7528.0,63151,-37.8165324921413,144.9591925424974
Present,2025-08-08T06:18:05+00:00,7528.0,63152,-37.816551478301335,144.95912673787493
Unoccupied,2024-12-17T00:50:55+00:00,7497.0,66835,-37.80868691636881,144.96667528343318
Present,2023-12-27T22:08:39+00:00,,6391,-37.81489782697739,144.96122156909234
Present,2025-08-08T07:10:20+00:00,7706.0,55333,-37.81122516603701,144.95738072916322
Present,2025-08-08T06:05:14+00:00,,66344,-37.812311235455965,144.95843890821476
Present,2025-08-08T04:50:57+00:00,7636.0,51745,-37.815460746251276,144.9692024722899
Present,2025-08-08T04:20:51+00:00,7636.0,51744,-37.81551154694961,144.9692260649376
Present,2025-08-08T06:41:58+00:00,7636.0,51743,-37.815562164585664,144.96924970540266
Present,2025-08-08T06:07:25+00:00,7637.0,51752,-37.81514510753681,144.96905555985558
Present,2025-08-08T05:53:17+00:00,7637.0,51751,-37.81519586057043,144.96907916470437
Unoccupied,2025-08-08T05:21:00+00:00,,7894,-37.80983351519755,144.97896296293217
Unoccupied,2023-10-24T22:53:30+00:00,,5726,-37.81067888362958,144.96773985234773
Present,2023-10-31T06:14:14+00:00,,5738,-37.810705015181966,144.96765078015247
Unoccupied,2025-08-08T07:13:34+00:00,7343.0,63446,-37.81194106470079,144.97132157812763
Present,2025-08-08T06:49:03+00:00,7343.0,63444,-37.81190491391057,144.97144518231443
Present,2025-08-08T07:00:51+00:00,7343.0,63445,-37.811922677837586,144.97138444602052
Present,2025-08-07T20:49:04+00:00,7188.0,17709,-37.820245136840896,144.9396681383507
Present,2025-08-08T04:16:46+00:00,7417.0,61615,-37.8196255977317,144.95611916113896
Unoccupied,2025-08-08T07:08:53+00:00,7417.0,61616,-37.81964378270916,144.9560549980689
Present,2025-08-08T06:23:23+00:00,7417.0,61617,-37.81966199097232,144.955990826353
Unoccupied,2025-08-08T06:53:23+00:00,7417.0,61618,-37.819680188600614,144.9559266523233
Present,2025-08-08T04:47:02+00:00,7359.0,61946,-37.81505364804086,144.9683187548285
Present,2025-08-08T01:46:37+00:00,7359.0,61944,-37.81501740687624,144.9684421673731
Present,2024-10-21T02:05:00+00:00,7770.0,65361,-37.81211713962012,144.9631693239927
Unoccupied,2025-08-08T07:11:35+00:00,7428.0,60840,-37.81465095084691,144.97326405962872
Present,2025-08-08T05:31:43+00:00,7428.0,60839,-37.81463150943003,144.9733306404806
Present,2025-08-08T07:13:46+00:00,7358.0,61845,-37.81466005318016,144.96966893823412
Unoccupied,2025-08-08T07:12:29+00:00,7190.0,62066,-37.816171708304815,144.96449169787263
Present,2025-08-08T06:41:05+00:00,7190.0,62064,-37.81613529993613,144.96461635441733
Present,2025-08-08T04:51:57+00:00,,62062,-37.816091629688714,144.96476635648838
Present,2025-08-08T06:42:28+00:00,7189.0,62060,-37.81604530750404,144.9649264513069
Unoccupied,2025-08-08T07:02:04+00:00,7189.0,62058,-37.816001256997616,144.96507840798898
Unoccupied,2025-08-08T06:34:31+00:00,7190.0,62029,-37.81597589669934,144.96461217547073
Present,2025-08-08T07:06:40+00:00,7507.0,62867,-37.81395123634358,144.96804003047197
Present,2025-08-08T06:56:10+00:00,7507.0,62869,-37.81399026796555,144.96790747269955
Present,2025-08-08T06:50:26+00:00,7507.0,62872,-37.81404786900126,144.96770882038703
Unoccupied,2025-08-08T07:13:05+00:00,7452.0,60229,-37.8172368356614,144.967879074441
Unoccupied,2025-08-08T07:00:14+00:00,7452.0,60230,-37.817259031680905,144.96780288709834
Unoccupied,2025-08-08T07:03:10+00:00,7452.0,60231,-37.81728109902825,144.9677264771886
Unoccupied,2025-08-08T06:14:11+00:00,,60241,-37.81715872785921,144.96881942436428
Unoccupied,2025-08-08T07:13:46+00:00,,60242,-37.81717987559302,144.9687481601918
Present,2025-08-08T07:05:34+00:00,7320.0,63530,-37.81258791559216,144.9685717748178
Unoccupied,2025-08-08T06:23:11+00:00,,51812,-37.81436649219873,144.96894077268746
Present,2025-08-08T07:02:16+00:00,7366.0,61739,-37.81385829188493,144.97238678982364
Present,2025-08-08T07:05:54+00:00,7366.0,61741,-37.81389692388056,144.9722545565113
Unoccupied,2025-08-08T07:06:04+00:00,7366.0,61711,-37.813606566039525,144.97269212346686
Unoccupied,2025-08-08T07:09:25+00:00,7366.0,61713,-37.81364578351344,144.97255905337184
Unoccupied,2025-08-08T07:03:45+00:00,7366.0,61714,-37.81366461062718,144.97249517994058
Present,2025-08-08T06:18:56+00:00,7356.0,61953,-37.81518520397381,144.9678692404943
Unoccupied,2025-08-08T06:56:15+00:00,7356.0,61932,-37.81524676144919,144.96710639909247
Present,2025-08-08T06:46:22+00:00,7359.0,61916,-37.81493352939281,144.96817353069463
Unoccupied,2025-08-08T05:53:06+00:00,7500.0,67233,-37.81144299856905,144.9577432620594
Unoccupied,2025-08-08T06:36:14+00:00,7500.0,67232,-37.81142497919899,144.9578072554658
Present,2025-08-08T06:50:57+00:00,7503.0,67230,-37.8113866179018,144.95793871548597
Present,2025-08-08T07:12:17+00:00,7660.0,50219,-37.812964836768174,144.97365327352892
Unoccupied,2025-08-08T06:06:26+00:00,7630.0,51616,-37.81607479216211,144.96972864047393
Unoccupied,2025-08-08T07:05:11+00:00,7505.0,64464,-37.81237645677143,144.9658316438358
Unoccupied,2025-08-08T07:03:16+00:00,7505.0,64463,-37.812356529394684,144.96589926397638
Unoccupied,2025-08-08T07:13:30+00:00,7505.0,64462,-37.81233666942701,144.96596692676684
Present,2025-08-08T06:44:19+00:00,7510.0,64460,-37.812297098046415,144.96610222702856
Present,2025-08-08T06:51:25+00:00,7510.0,64459,-37.812277350769435,144.9661698963638
Present,2025-08-08T06:58:45+00:00,7510.0,64457,-37.81223761113791,144.96630512561
Unoccupied,2025-08-08T04:56:31+00:00,7559.0,64237,-37.81093843141535,144.97056801842808
Unoccupied,2025-08-08T05:14:23+00:00,7559.0,64236,-37.81092049676424,144.97062863797422
Present,2025-08-07T21:40:52+00:00,7538.0,64249,-37.81052097557947,144.97216029878456
Unoccupied,2025-08-08T05:19:05+00:00,7538.0,64225,-37.810702970855324,144.9713693828465
Unoccupied,2025-08-08T05:46:49+00:00,7538.0,64226,-37.81072332717126,144.9713002485777
Unoccupied,2024-12-16T01:36:46+00:00,7494.0,67050,-37.80998224279378,144.96276328434533
Unoccupied,2025-08-08T07:13:52+00:00,7320.0,63554,-37.81252952549515,144.9693203964564
Present,2024-05-15T04:03:10+00:00,,64344,-37.81132229771207,144.9694127013202
Unoccupied,2025-08-08T07:00:08+00:00,7633.0,52121,-37.811082778084455,144.9674352005439
Unoccupied,2025-08-08T06:26:15+00:00,7625.0,52014,-37.81229628668516,144.96799001851605
Present,2025-08-08T07:06:59+00:00,7625.0,52015,-37.81224282200642,144.96796583259675
Present,2025-08-08T06:57:50+00:00,7672.0,50673,-37.808586370255014,144.97163949159662
Present,2025-08-08T07:06:08+00:00,7640.0,52249,-37.81022784109334,144.96679247393865
Unoccupied,2025-08-08T04:49:41+00:00,7273.0,50657,-37.808139610732866,144.9715608503775
Present,2025-08-08T06:35:31+00:00,7640.0,52246,-37.81038030052923,144.96686215988376
Unoccupied,2025-08-08T06:29:58+00:00,7541.0,65868,-37.80906845855351,144.96951064397913
Present,2025-08-07T07:01:51+00:00,,52311,-37.80962821227467,144.96677028499568
Unoccupied,2025-08-08T02:03:34+00:00,7329.0,53827,-37.81852457756679,144.962895139982
Unoccupied,2025-08-08T07:01:06+00:00,7406.0,51440,-37.808624287296716,144.96898296910092
Present,2025-08-08T07:00:15+00:00,7534.0,63238,-37.816930497471056,144.95779309720456
Present,2025-08-08T02:28:51+00:00,,63221,-37.8168909903052,144.95761059614463
Present,2025-08-08T06:42:41+00:00,7547.0,66427,-37.81322200356425,144.95508534746256
Unoccupied,2025-08-08T07:12:24+00:00,7418.0,61648,-37.819941167057515,144.9553565516419
Unoccupied,2025-08-08T07:02:49+00:00,7418.0,61647,-37.81992324264816,144.9554198964517
Unoccupied,2025-08-08T06:09:51+00:00,7552.0,66434,-37.81285903006438,144.95653978478657
Unoccupied,2025-08-08T05:36:01+00:00,7643.0,57923,-37.81966279579272,144.95455527327397
Unoccupied,2025-08-08T05:33:26+00:00,7527.0,63141,-37.81634039817992,144.9598627272871
Present,2025-08-08T07:08:49+00:00,,61522,-37.819114005368036,144.9579063387825
Present,2025-08-08T06:08:58+00:00,,61520,-37.81907679921537,144.95803435114055
Unoccupied,2025-08-08T06:00:21+00:00,7765.0,65333,-37.81210377939409,144.9625391793404
Unoccupied,2024-10-21T02:22:49+00:00,7770.0,65362,-37.81213575626241,144.96310535738132
Present,2024-10-21T00:38:26+00:00,7770.0,65363,-37.81215344727243,144.96304458020973
Unoccupied,2025-08-08T06:14:35+00:00,7572.0,65086,-37.809782337915024,144.97114125414208
Unoccupied,2025-08-08T06:22:32+00:00,7763.0,65015,-37.809550429317284,144.97125239981352
Unoccupied,2025-08-08T05:56:03+00:00,7623.0,54064,-37.817344679211566,144.96165560414704
Present,2025-08-08T06:37:44+00:00,7506.0,63330,-37.817859431042564,144.95432048911783
Unoccupied,2025-08-08T06:43:24+00:00,7591.0,54152,-37.81653727723833,144.96128264921094
Present,2025-08-08T07:12:48+00:00,7610.0,54516,-37.81234122638864,144.95960830235543
Unoccupied,2025-08-08T06:56:05+00:00,,54247,-37.81569919556521,144.96089530142967
Present,2025-08-08T06:39:04+00:00,7347.0,56530,-37.81640689634371,144.95720634901915
Unoccupied,2025-08-08T06:45:08+00:00,7347.0,56532,-37.81630177020598,144.95715868822862
Unoccupied,2025-08-08T06:44:24+00:00,7689.0,54318,-37.81430903187102,144.96050671350852
Unoccupied,2025-08-08T06:06:29+00:00,7689.0,54317,-37.814359846257474,144.9605299598744
Unoccupied,2025-08-08T06:46:22+00:00,7689.0,54316,-37.814427556545596,144.96056074711407
Unoccupied,2025-08-08T04:42:49+00:00,7948.0,67429,-37.81299313214295,144.95180691803887
Present,2025-08-07T07:44:01+00:00,,53227,-37.81273085753364,144.96235890366904
Unoccupied,2025-07-24T01:31:11+00:00,,53228,-37.81268261039757,144.96233674305154
Present,2024-03-13T02:45:44+00:00,7695.0,55516,-37.81795476337355,144.9593455176385
Present,2025-08-08T06:47:42+00:00,7379.0,53226,-37.81278168256417,144.96238231051336
Present,2025-08-08T06:25:10+00:00,7379.0,53223,-37.812934000783684,144.96245238315606
Unoccupied,2024-12-29T12:42:53+00:00,7389.0,53215,-37.81264662224933,144.96252900900953
Present,2025-08-08T07:09:10+00:00,7389.0,53216,-37.812594082295504,144.96250486316757
Present,2024-04-09T06:28:45+00:00,7952.0,23811,-37.8114367667407,144.95310074057073
Present,2024-10-21T01:35:45+00:00,7770.0,65343,-37.81173195698645,144.96449260594648
Present,2024-12-16T22:11:12+00:00,7725.0,9609,-37.803775427031525,144.94940056402066
Present,2025-04-14T00:32:21+00:00,,69979,-37.82256066811671,144.95253120774296
Unoccupied,2024-08-21T20:30:09+00:00,7392.0,9383,-37.802647830225396,144.95806637584144
Unoccupied,2024-08-21T04:04:29+00:00,7520.0,9355,-37.80493940709657,144.95864036316067
Present,2024-03-31T01:19:05+00:00,7800.0,24506,-37.7975061237471,144.9576060625771
Unoccupied,2025-03-25T04:51:04+00:00,,61147,-37.81700892305928,144.96522141737893
Present,2025-01-29T00:45:01+00:00,,56622,-37.819874287371505,144.95720707765776
Present,2025-05-22T00:21:15+00:00,7586.0,21741,-37.84797495698779,144.98226205564055
Present,2024-08-21T00:34:50+00:00,7394.0,9338,-37.80457312730523,144.95899052123454
Unoccupied,2024-08-21T00:34:08+00:00,7394.0,9341,-37.804791726138646,144.95909104692146
Unoccupied,2024-08-21T00:37:20+00:00,7520.0,9358,-37.805089616110834,144.95870953227987
Unoccupied,2023-09-12T21:37:24+00:00,7520.0,9357,-37.805040957078404,144.95868712534042
Unoccupied,2024-08-18T03:01:19+00:00,7392.0,9372,-37.8033414895023,144.95838681632023
Present,2025-01-21T02:19:06+00:00,7053.0,10282,-37.794993762404346,144.97209994853773
Present,2024-10-01T22:58:33+00:00,7549.0,66022,-37.8101677069083,144.96557568924243
Present,2024-10-01T23:36:17+00:00,7549.0,66024,-37.81020639361004,144.96544349972828
Unoccupied,2024-10-11T05:43:59+00:00,7550.0,66034,-37.81040230075237,144.96477289718422
Present,2024-10-01T22:54:24+00:00,7549.0,66067,-37.81028218639029,144.96537084871932
Unoccupied,2024-05-03T04:23:17+00:00,,22773,-37.82340795747085,144.9668141300637
Present,2024-10-11T03:34:19+00:00,7549.0,66057,-37.81008577190786,144.96603938825643
Unoccupied,2024-10-11T04:15:11+00:00,7539.0,66236,-37.81189789522004,144.95973698122117
Present,2025-01-21T01:34:00+00:00,7053.0,10285,-37.79495360391401,144.97173134630543
Present,2025-01-19T00:49:13+00:00,7053.0,24420,-37.795050730658254,144.97261487811386
Present,2025-01-21T00:58:15+00:00,7049.0,24422,-37.79523903245119,144.9726738449603
Unoccupied,2025-01-13T01:45:56+00:00,7049.0,24424,-37.79519993412775,144.97230879673006
Present,2024-10-01T23:29:39+00:00,7549.0,66014,-37.810014876582414,144.96609877407627
Unoccupied,2024-05-03T04:14:25+00:00,,22775,-37.82338223087829,144.9666817472417
Present,2024-10-11T05:26:17+00:00,7549.0,66068,-37.81029947853821,144.96531061970745
Unoccupied,2024-10-01T23:13:53+00:00,7549.0,66018,-37.81009020944728,144.9658421615201
Unoccupied,2024-10-11T05:44:02+00:00,7550.0,66011,-37.809958781756386,144.9662913211307
Present,2024-10-01T23:19:47+00:00,7549.0,66017,-37.810072372731454,144.9659027709308
Present,2025-03-25T00:14:41+00:00,7303.0,51615,-37.816135024219605,144.96975660668517
Unoccupied,2025-03-24T07:16:15+00:00,7265.0,17960,-37.810684451948006,144.97295146327076
Present,2025-03-25T00:39:19+00:00,7265.0,17950,-37.80997391735848,144.972973110736
Present,2024-03-22T10:06:00+00:00,7800.0,24507,-37.79745524941144,144.95761259978124
Present,2024-03-31T00:44:47+00:00,7800.0,24509,-37.79733033174037,144.95762865154998
Unoccupied,2024-08-21T04:43:19+00:00,7392.0,9371,-37.803392245198836,144.95841026319147
Unoccupied,2025-01-20T20:40:01+00:00,7053.0,10279,-37.79506794595409,144.97277440018868
Unoccupied,2025-01-22T06:47:39+00:00,7534.0,63235,-37.816862046092844,144.9580346617822
Present,2025-03-26T03:21:27+00:00,7297.0,18077,-37.808006379145304,144.97275295153628
Present,2025-03-25T19:48:33+00:00,7297.0,18167,-37.80794728201681,144.97222616163592
Present,2025-03-25T00:14:32+00:00,7265.0,17952,-37.81008064330046,144.97295945855475
Unoccupied,2024-08-21T04:06:16+00:00,7392.0,9377,-37.80307925691528,144.9582656822943
Unoccupied,2024-08-21T02:21:15+00:00,7392.0,9378,-37.803028516643494,144.95824222807
Unoccupied,2024-12-16T09:26:37+00:00,7392.0,9385,-37.80254631917579,144.95801948528828
Unoccupied,2025-06-03T23:39:56+00:00,7986.0,11143,-37.808234440901415,144.95467720003413
Unoccupied,2025-06-03T02:55:35+00:00,7995.0,11184,-37.80766781301834,144.95441621830247
Present,2025-06-03T04:33:16+00:00,7674.0,51838,-37.814239729182205,144.96875871007944
Unoccupied,2025-06-03T05:11:56+00:00,7634.0,52123,-37.81164582094358,144.96756685628353
Present,2025-06-03T04:25:38+00:00,7674.0,51840,-37.81419221484805,144.96873735485678
Unoccupied,2025-05-27T02:10:19+00:00,7345.0,63635,-37.81302595562978,144.967521420346
Present,2025-05-04T23:58:33+00:00,7377.0,57742,-37.82028732496598,144.95571666821013
Unoccupied,2025-03-26T03:42:16+00:00,7297.0,18165,-37.807931319428725,144.97208400915315
Present,2024-06-20T22:03:59+00:00,7018.0,26281,-37.802007044484625,144.9623187882548
Unoccupied,2025-06-03T23:29:39+00:00,7986.0,11138,-37.80812111927413,144.95462556149607
Present,2025-06-03T23:20:00+00:00,7993.0,11248,-37.807315007041765,144.95450470333054
Unoccupied,2025-06-05T12:42:07+00:00,7985.0,13136,-37.808420037276484,144.95292394150584
Unoccupied,2025-06-03T11:41:18+00:00,7986.0,11139,-37.80833177468179,144.95472159085543
Unoccupied,2025-06-03T03:54:45+00:00,7993.0,11254,-37.8069790982382,144.95435123673678
Unoccupied,2025-06-03T10:49:44+00:00,7993.0,11251,-37.807476206526054,144.9545784573843
Unoccupied,2025-06-12T05:54:37+00:00,7988.0,11244,-37.806747245410634,144.95399485501753
Present,2025-06-12T23:37:59+00:00,7985.0,13127,-37.808202973827676,144.95326759976007
Present,2025-06-16T03:52:15+00:00,7610.0,54538,-37.81222589965874,144.95943332598375
Present,2025-06-16T03:43:03+00:00,7610.0,54537,-37.81227457355011,144.95945563779804
Unoccupied,2025-01-22T06:40:11+00:00,7218.0,57942,-37.8201668549864,144.95453587450794
Present,2025-04-13T20:19:54+00:00,,69941,-37.8224857872471,144.95222778302724
Present,2025-03-25T00:30:51+00:00,7265.0,17957,-37.81037889742889,144.97293892344447
Unoccupied,2024-12-06T01:22:20+00:00,7018.0,26280,-37.80195349886469,144.9623282461336
Unoccupied,2024-11-28T03:17:09+00:00,7084.0,8732,-37.80221028139775,144.96099980337007
Unoccupied,2024-11-28T02:31:41+00:00,7084.0,8744,-37.802280763677544,144.9616436342106
Present,2025-03-24T23:27:11+00:00,7265.0,17955,-37.81026115836301,144.97294181070765
Unoccupied,2025-06-03T04:37:21+00:00,7674.0,51839,-37.814215967467725,144.9687480308728
Unoccupied,2025-06-04T23:26:32+00:00,7634.0,52133,-37.811257510163344,144.96738963174488
Present,2025-06-03T04:38:00+00:00,7634.0,52124,-37.81161963978917,144.96755496911868
Present,2025-06-03T05:24:18+00:00,7634.0,52134,-37.811234210738704,144.96737901057347
Present,2025-06-03T04:37:19+00:00,7674.0,51857,-37.81430890820657,144.96866643920868
Unoccupied,2024-02-07T01:18:31+00:00,,24829,-37.81562276049732,144.95443871288336
Present,2025-06-12T11:18:32+00:00,7993.0,11259,-37.80672373304071,144.95423504775562
Present,2025-06-12T22:58:53+00:00,7985.0,13135,-37.80840250771657,144.95298472814954
Unoccupied,2025-06-12T20:16:32+00:00,7988.0,11243,-37.806695613394126,144.95397112147248
Unoccupied,2025-06-12T03:38:04+00:00,7988.0,11245,-37.80679852044474,144.95401878515966
Unoccupied,2025-06-12T22:42:48+00:00,7993.0,11263,-37.80644019666593,144.9541056315923
Unoccupied,2025-06-12T07:07:29+00:00,7988.0,11238,-37.80643745187663,144.95385246610408
Unoccupied,2025-02-06T08:00:55+00:00,7923.0,10847,-37.806592399711064,144.95502210241304
Unoccupied,2025-02-06T13:52:04+00:00,7923.0,10851,-37.80647068262482,144.95504385658836
Present,2025-06-01T03:15:29+00:00,7922.0,10875,-37.80619763274819,144.9549746502397
Present,2025-06-03T05:33:35+00:00,7633.0,52149,-37.81127806929965,144.9672745517347
Present,2025-06-03T04:26:47+00:00,7674.0,51836,-37.81428852546001,144.96878064075162
Unoccupied,2025-06-03T04:36:11+00:00,7674.0,51832,-37.81438396365972,144.9688235832121
Present,2025-06-04T22:15:00+00:00,7634.0,52128,-37.81140176302106,144.96745547385362
Present,2025-06-03T04:57:47+00:00,7634.0,52147,-37.811385111806615,144.96732387800176
Present,2025-06-04T23:30:03+00:00,7625.0,52029,-37.812167247481085,144.96768291550617
Present,2025-06-03T03:46:50+00:00,,51860,-37.81415684250254,144.96859582591492
Unoccupied,2025-06-03T04:28:20+00:00,7628.0,51853,-37.81451515095033,144.9687622235785
Unoccupied,2025-07-01T00:05:09+00:00,7930.0,9731,-37.81058876771162,144.94906689819655
Unoccupied,2023-06-07T01:13:53+00:00,7924.0,11116,-37.80588431059893,144.9521357437148
Present,2025-07-07T00:37:30+00:00,7924.0,11117,-37.805907335803596,144.95213158035006
Unoccupied,2023-06-07T23:25:51+00:00,7924.0,11120,-37.80600383297172,144.95211428652908
Present,2025-02-06T22:17:38+00:00,7923.0,10832,-37.807038370124474,144.9549425700414
Present,2023-06-07T22:47:44+00:00,7924.0,11111,-37.80568963815816,144.9521707552537
Unoccupied,2023-06-07T22:49:54+00:00,7924.0,11112,-37.805711273582574,144.95216680591378
Unoccupied,2023-06-07T14:04:34+00:00,7924.0,11118,-37.80595788536398,144.95212252183597
Present,2023-03-16T22:53:23+00:00,7924.0,11124,-37.806123354895874,144.95209283098262
Present,2025-07-06T23:09:24+00:00,7936.0,11420,-37.81219439594773,144.95042086812788
Present,2025-06-12T08:59:47+00:00,7993.0,11255,-37.806918073955885,144.95432346621214
Unoccupied,2025-06-12T08:47:04+00:00,7993.0,11265,-37.80634788124732,144.95406351692662
Unoccupied,2023-01-24T22:20:20+00:00,7985.0,13134,-37.808385439196314,144.9530439152321
Unoccupied,2025-06-11T04:11:48+00:00,7985.0,13139,-37.80850107660794,144.95264293592746
Present,2025-06-25T03:42:18+00:00,7458.0,61325,-37.81814488782854,144.96131426331482
Present,2025-06-16T02:58:58+00:00,7610.0,54541,-37.812155027723215,144.95940103957327
